Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
1302,774,"""Minior""","""Meteor Pokemon""",NULL,NULL,NULL,0.3,40.0,"""Rock""","""Flying""","""Shields Down""","""When its HP becomes half or less, the Pokémon's shell breaks and it becomes aggressive.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,"""Sun / Moon""","""Alola""",60,60,100,60,100,60,440,0,0,1,0,1,0,2,30,"""Medium Slow""",1059860,154,"""Mineral""",NULL,25,NULL,NULL
1303,775,"""Komala""","""Drowsing Pokemon""",NULL,NULL,NULL,0.4,19.9,"""Normal""",NULL,"""Comatose""","""It's always drowsing and will never wake up. It can attack without waking up.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",65,115,65,75,95,65,480,0,2,0,0,0,0,2,45,"""Slow""",1250000,168,"""Field""",NULL,20,NULL,NULL
1304,776,"""Turtonator""","""Blast Turtle Pokemon""",NULL,NULL,NULL,2.0,212.0,"""Fire""","""Dragon""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",60,78,135,91,85,36,485,0,0,2,0,0,0,2,70,"""Medium Fast""",1000000,170,"""Monster""","""Dragon""",20,NULL,NULL
1305,777,"""Togedemaru""","""Roly-Poly Pokemon""",NULL,NULL,NULL,0.3,3.3,"""Electric""","""Steel""","""Iron Barbs""","""Inflicts damage on the attacker upon contact with iron barbs.""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",65,98,63,40,73,96,435,0,2,0,0,0,0,2,180,"""Medium Fast""",1000000,152,"""Field""","""Fairy""",10,NULL,NULL
1306,778,"""Mimikyu""","""Disguise Pokemon""",NULL,NULL,NULL,0.2,0.7,"""Ghost""","""Fairy""","""Disguise""","""Once per battle, the shroud that covers the Pokémon can protect it from an attack.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",55,90,80,50,105,96,476,0,0,0,0,2,0,2,45,"""Medium Fast""",1000000,167,"""Amorphous""",NULL,20,NULL,NULL
1307,779,"""Bruxish""","""Gnash Teeth Pokemon""",NULL,NULL,NULL,0.9,19.0,"""Water""","""Psychic""","""Dazzling""","""Surprises the opposing Pokémon, making it unable to attack using priority moves.""","""Strong Jaw""","""The Pokémon's strong jaw boosts the power of its biting moves.""","""Wonder Skin""","""Makes status moves more likely to miss.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",68,105,70,70,70,92,475,0,2,0,0,0,0,2,80,"""Medium Fast""",1000000,166,"""Water 2""",NULL,15,NULL,NULL
1308,78,"""Rapidash""","""Fire Horse Pokemon""",NULL,NULL,NULL,1.7,95.0,"""Fire""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",65,100,70,80,0,105,420,0,0,0,0,0,2,2,60,"""Medium Fast""",1000000,175,"""Field""",NULL,20,1297,"""Level 40"""
1309,780,"""Drampa""","""Placid Pokemon""",NULL,NULL,NULL,3.0,185.0,"""Normal""","""Dragon""","""Berserk""","""Boosts the Pokémon's Sp. Atk stat when it takes a hit that causes its HP to become half or less.""","""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""","""Cloud Nine""","""Eliminates the effects of weather.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",78,60,85,135,91,36,485,0,0,0,2,0,0,2,70,"""Medium Fast""",1000000,170,"""Monster""","""Dragon""",20,NULL,NULL
1310,781,"""Dhelmise""","""Sea Creeper Pokemon""",NULL,NULL,NULL,3.9,210.0,"""Ghost""","""Grass""","""Steelworker""","""Powers up Steel-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,"""Sun / Moon""","""Alola""",70,131,100,86,90,40,517,0,2,0,0,0,0,2,25,"""Medium Fast""",1000000,181,"""Mineral""",NULL,25,NULL,NULL
1311,782,"""Jangmo-o""","""Scaly Pokemon""",NULL,NULL,NULL,0.6,29.7,"""Dragon""",NULL,"""Bulletproof""","""Protects the Pokémon from some ball and bomb moves.""","""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",45,55,65,45,45,45,300,0,0,1,0,0,0,1,45,"""Slow""",1250000,60,"""Dragon""",NULL,40,NULL,NULL
1312,783,"""Hakamo-o""","""Scaly Pokemon""",NULL,NULL,NULL,1.2,47.0,"""Dragon""","""Fighting""","""Bulletproof""","""Protects the Pokémon from some ball and bomb moves.""","""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",55,75,90,65,70,65,420,0,0,2,0,0,0,2,45,"""Slow""",1250000,147,"""Dragon""",NULL,40,1311,"""Level 35"""
1313,784,"""Kommo-o""","""Scaly Pokemon""",NULL,NULL,NULL,1.6,78.2,"""Dragon""","""Fighting""","""Bulletproof""","""Protects the Pokémon from some ball and bomb moves.""","""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",75,110,125,100,105,85,600,0,0,3,0,0,0,3,45,"""Slow""",1250000,270,"""Dragon""",NULL,40,1312,"""Level 45"""
1314,785,"""Tapu Koko""","""Land Spirit Pokemon""",NULL,NULL,"""Sub-Legendary""",1.8,20.5,"""Electric""","""Fairy""","""Electric Surge""","""Turns the ground into Electric Terrain when the Pokémon enters a battle.""",NULL,NULL,"""Telepathy""","""Anticipates an ally's attack and dodges it.""",NULL,NULL,0,0,70,"""Sun / Moon""","""Alola""",70,115,85,95,75,130,570,0,0,0,0,0,3,3,3,"""Slow""",1250000,257,"""Undiscovered""",NULL,15,NULL,NULL
1315,786,"""Tapu Lele""","""Land Spirit Pokemon""",NULL,NULL,"""Sub-Legendary""",1.2,18.6,"""Psychic""","""Fairy""","""Psychic Surge""","""Turns the ground into Psychic Terrain when the Pokémon enters a battle.""",NULL,NULL,"""Telepathy""","""Anticipates an ally's attack and dodges it.""",NULL,NULL,0,0,70,"""Sun / Moon""","""Alola""",70,85,75,130,115,95,570,0,0,0,3,0,0,3,3,"""Slow""",1250000,257,"""Undiscovered""",NULL,15,NULL,NULL
1316,787,"""Tapu Bulu""","""Land Spirit Pokemon""",NULL,NULL,"""Sub-Legendary""",1.9,45.5,"""Grass""","""Fairy""","""Grassy Surge""","""Turns the ground into Grassy Terrain when the Pokémon enters a battle.""",NULL,NULL,"""Telepathy""","""Anticipates an ally's attack and dodges it.""",NULL,NULL,0,0,70,"""Sun / Moon""","""Alola""",70,130,115,85,95,75,570,0,3,0,0,0,0,3,3,"""Slow""",1250000,257,"""Undiscovered""",NULL,15,NULL,NULL
1317,788,"""Tapu Fini""","""Land Spirit Pokemon""",NULL,NULL,"""Sub-Legendary""",1.3,21.2,"""Water""","""Fairy""","""Misty Surge""","""Turns the ground into Misty Terrain when the Pokémon enters a battle.""",NULL,NULL,"""Telepathy""","""Anticipates an ally's attack and dodges it.""",NULL,NULL,0,0,70,"""Sun / Moon""","""Alola""",70,75,115,95,130,85,570,0,0,0,0,3,0,3,3,"""Slow""",1250000,257,"""Undiscovered""",NULL,15,NULL,NULL
1318,789,"""Cosmog""","""Nebula Pokemon""",NULL,NULL,"""Legendary""",0.2,0.1,"""Psychic""",NULL,"""Unaware""","""When attacking, the Pokémon ignores the target Pokémon's stat changes.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sun / Moon""","""Alola""",43,29,31,29,31,37,200,1,0,0,0,0,0,1,45,"""Slow""",1250000,40,"""Undiscovered""",NULL,120,NULL,NULL
1319,79,"""Slowpoke""","""Dopey Pokemon""",NULL,NULL,NULL,1.2,36.0,"""Water""","""Psychic""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",90,65,65,40,0,15,275,1,0,0,0,0,0,1,190,"""Medium Fast""",1000000,63,"""Monster""","""Water 1""",20,NULL,NULL
1320,790,"""Cosmoem""","""Protostar Pokemon""",NULL,NULL,"""Legendary""",0.1,999.9,"""Psychic""",NULL,"""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sun / Moon""","""Alola""",43,29,131,29,131,37,400,0,0,1,0,1,0,2,45,"""Slow""",1250000,140,"""Undiscovered""",NULL,120,1318,"""Level 43"""
1321,791,"""Solgaleo""","""Sunne Pokemon""",NULL,NULL,"""Legendary""",3.4,230.0,"""Psychic""","""Steel""","""Full Metal Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sun / Moon""","""Alola""",137,137,107,113,89,97,680,0,3,0,0,0,0,3,45,"""Slow""",1250000,306,"""Undiscovered""",NULL,120,1320,"""Level 53 In Sun Or Ultra Sun"""
1322,792,"""Lunala""","""Moone Pokemon""",NULL,NULL,"""Legendary""",4.0,120.0,"""Psychic""","""Ghost""","""Shadow Shield""","""Reduces the amount of damage the Pokémon takes while its HP is full.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sun / Moon""","""Alola""",137,113,89,137,107,97,680,0,0,0,3,0,0,3,45,"""Slow""",1250000,306,"""Undiscovered""",NULL,120,1320,"""Level 53 In Moon Or Ultra Moon"""
1323,793,"""Nihilego""","""Parasite Pokemon""",NULL,NULL,"""Sub-Legendary""",1.2,55.5,"""Rock""","""Poison""","""Beast Boost""","""The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sun / Moon""","""Alola""",109,53,47,127,131,103,570,0,0,0,0,3,0,3,45,"""Slow""",1250000,257,"""Undiscovered""",NULL,120,NULL,NULL
1324,794,"""Buzzwole""","""Swollen Pokemon""",NULL,NULL,"""Sub-Legendary""",2.4,333.6,"""Bug""","""Fighting""","""Beast Boost""","""The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sun / Moon""","""Alola""",107,139,139,53,53,79,570,0,1,2,0,0,0,3,45,"""Slow""",1250000,257,"""Undiscovered""",NULL,120,NULL,NULL
1325,795,"""Pheromosa""","""Lissome Pokemon""",NULL,NULL,"""Sub-Legendary""",1.8,25.0,"""Bug""","""Fighting""","""Beast Boost""","""The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sun / Moon""","""Alola""",71,137,37,137,37,151,570,0,0,0,0,0,3,3,45,"""Slow""",1250000,257,"""Undiscovered""",NULL,120,NULL,NULL
1326,796,"""Xurkitree""","""Glowing Pokemon""",NULL,NULL,"""Sub-Legendary""",3.8,100.0,"""Electric""",NULL,"""Beast Boost""","""The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sun / Moon""","""Alola""",83,89,71,173,71,83,570,0,0,0,3,0,0,3,45,"""Slow""",1250000,257,"""Undiscovered""",NULL,120,NULL,NULL
1327,797,"""Celesteela""","""Launch Pokemon""",NULL,NULL,"""Sub-Legendary""",9.2,999.9,"""Steel""","""Flying""","""Beast Boost""","""The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sun / Moon""","""Alola""",97,101,103,107,101,61,570,0,1,1,1,0,0,3,45,"""Slow""",1250000,257,"""Undiscovered""",NULL,120,NULL,NULL
1328,798,"""Kartana""","""Drawn Sword Pokemon""",NULL,NULL,"""Sub-Legendary""",0.3,0.1,"""Grass""","""Steel""","""Beast Boost""","""The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sun / Moon""","""Alola""",59,181,131,59,31,109,570,0,3,0,0,0,0,3,45,"""Slow""",1250000,257,"""Undiscovered""",NULL,120,NULL,NULL
1329,799,"""Guzzlord""","""Junkivore Pokemon""",NULL,NULL,"""Sub-Legendary""",5.5,888.0,"""Dark""","""Dragon""","""Beast Boost""","""The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sun / Moon""","""Alola""",223,101,53,97,53,43,570,3,0,0,0,0,0,3,45,"""Slow""",1250000,257,"""Undiscovered""",NULL,120,NULL,NULL
1330,80,"""Slowbro""","""Hermit Crab Pokemon""",NULL,NULL,NULL,1.6,78.5,"""Water""","""Psychic""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",95,75,110,80,0,30,390,0,0,2,0,0,0,2,75,"""Medium Fast""",1000000,172,"""Monster""","""Water 1""",20,1319,"""Level 37"""
1331,800,"""Necrozma""","""Prism Pokemon""",NULL,NULL,"""Legendary""",2.4,230.0,"""Psychic""",NULL,"""Prism Armor""","""Reduces the power of supereffective attacks taken.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sun / Moon""","""Alola""",97,107,101,127,89,79,600,0,1,0,0,2,0,3,255,"""Slow""",1250000,270,"""Undiscovered""",NULL,120,NULL,NULL
1332,801,"""Magearna""","""Artificial Pokemon""",NULL,NULL,"""Mythical""",1.0,80.5,"""Steel""","""Fairy""","""Soul-Heart""","""Boosts its Sp. Atk stat every time a Pokémon faints.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sun / Moon""","""Alola""",80,95,115,130,115,65,600,0,0,0,3,0,0,3,3,"""Slow""",1250000,270,"""Undiscovered""",NULL,120,NULL,NULL
1333,802,"""Marshadow""","""Gloomdweller Pokemon""",NULL,NULL,"""Mythical""",0.7,22.2,"""Fighting""","""Ghost""","""Technician""","""Powers up the Pokémon's weaker moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sun / Moon""","""Alola""",90,125,80,90,90,125,600,0,2,0,0,0,1,3,3,"""Slow""",1250000,270,"""Undiscovered""",NULL,120,NULL,NULL
1334,803,"""Poipole""","""Poison Pin Pokemon""",NULL,NULL,"""Sub-Legendary""",0.6,1.8,"""Poison""",NULL,"""Beast Boost""","""The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Ultra Sun / Ultra Moon""","""Alola""",67,73,67,73,67,73,420,0,0,0,0,0,1,1,45,"""Slow""",1250000,189,"""Undiscovered""",NULL,120,NULL,NULL
1335,804,"""Naganadel""","""Poison Pin Pokemon""",NULL,NULL,"""Sub-Legendary""",3.6,150.0,"""Poison""","""Dragon""","""Beast Boost""","""The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Ultra Sun / Ultra Moon""","""Alola""",73,73,73,127,73,121,540,0,0,0,3,0,0,3,45,"""Slow""",1250000,243,"""Undiscovered""",NULL,120,1334,"""Knowing Dragon Pulse"""
1336,805,"""Stakataka""","""Rampart Pokemon""",NULL,NULL,"""Sub-Legendary""",5.5,820.0,"""Rock""","""Steel""","""Beast Boost""","""The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Ultra Sun / Ultra Moon""","""Alola""",61,131,211,53,101,13,570,0,0,3,0,0,0,3,30,"""Slow""",1250000,257,"""Undiscovered""",NULL,120,NULL,NULL
1337,806,"""Blacephalon""","""Fireworks Pokemon""",NULL,NULL,"""Sub-Legendary""",1.8,13.0,"""Fire""","""Ghost""","""Beast Boost""","""The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Ultra Sun / Ultra Moon""","""Alola""",53,127,53,151,79,107,570,0,0,0,3,0,0,3,30,"""Slow""",1250000,257,"""Undiscovered""",NULL,120,NULL,NULL
1338,807,"""Zeraora""","""Thunderclap Pokemon""",NULL,NULL,"""Mythical""",1.5,44.5,"""Electric""",NULL,"""Volt Absorb""","""Restores HP if hit by an Electric-type move instead of taking damage.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Ultra Sun / Ultra Moon""","""Alola""",88,112,75,102,80,143,600,0,0,0,0,0,3,3,3,"""Slow""",1250000,270,"""Undiscovered""",NULL,120,NULL,NULL
1339,808,"""Meltan""","""Hex Nut Pokemon""",NULL,NULL,"""Mythical""",0.2,8.0,"""Steel""",NULL,"""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Let's Go Pikachu / Let's Go Eevee""","""Alola""",46,65,65,55,35,34,300,0,1,0,0,0,0,1,3,"""Slow""",1250000,135,"""Undiscovered""",NULL,120,NULL,NULL
1340,809,"""Melmetal""","""Hex Nut Pokemon""",NULL,NULL,"""Mythical""",2.5,800.0,"""Steel""",NULL,"""Iron Fist""","""Powers up punching moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Let's Go Pikachu / Let's Go Eevee""","""Alola""",135,143,143,80,65,34,600,0,3,0,0,0,0,3,3,"""Slow""",1250000,270,"""Undiscovered""",NULL,120,1339,"""400 Meltan Candy"""
1341,82,"""Magneton""","""Magnet Pokemon""",NULL,NULL,NULL,1.0,60.0,"""Electric""","""Steel""","""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",NULL,NULL,0,0,70,"""Red / Blue / Yellow""","""Kanto""",50,60,95,120,0,70,395,0,0,0,2,0,0,2,60,"""Medium Fast""",1000000,163,"""Mineral""",NULL,20,46,"""Level 30"""
1342,83,"""Farfetch'd""","""Wild Duck Pokemon""",NULL,NULL,NULL,0.8,15.0,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",52,90,55,58,62,60,377,0,1,0,0,0,0,1,45,"""Medium Fast""",1000000,132,"""Flying""","""Field""",20,NULL,NULL
1343,84,"""Doduo""","""Twin Bird Pokemon""",NULL,NULL,NULL,1.4,39.2,"""Normal""","""Flying""","""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",35,85,45,35,0,75,275,0,1,0,0,0,0,1,190,"""Medium Fast""",1000000,62,"""Flying""",NULL,20,NULL,NULL
1344,85,"""Dodrio""","""Triple Bird Pokemon""",NULL,NULL,NULL,1.8,85.2,"""Normal""","""Flying""","""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",60,110,70,60,60,110,470,0,2,0,0,0,0,2,45,"""Medium Fast""",1000000,165,"""Flying""",NULL,20,1343,"""Level 31"""
1345,86,"""Seel""","""Sea Lion Pokemon""",NULL,NULL,NULL,1.1,90.0,"""Water""",NULL,"""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Hydration""","""Heals status conditions if it's raining.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",65,45,55,70,0,45,280,0,0,0,0,1,0,1,190,"""Medium Fast""",1000000,65,"""Water 1""","""Field""",20,NULL,NULL
1346,87,"""Dewgong""","""Sea Lion Pokemon""",NULL,NULL,NULL,1.7,120.0,"""Water""","""Ice""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Hydration""","""Heals status conditions if it's raining.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",90,70,80,95,0,70,405,0,0,0,0,2,0,2,75,"""Medium Fast""",1000000,166,"""Water 1""","""Field""",20,1345,"""Level 34"""
1347,88,"""Grimer""","""Sludge Pokemon""",NULL,NULL,NULL,0.9,30.0,"""Poison""",NULL,"""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""","""Sticky Hold""","""Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",80,80,50,40,0,25,275,1,0,0,0,0,0,1,190,"""Medium Fast""",1000000,65,"""Amorphous""",NULL,20,NULL,NULL
1348,89,"""Muk""","""Sludge Pokemon""",NULL,NULL,NULL,1.2,30.0,"""Poison""",NULL,"""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""","""Sticky Hold""","""Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",105,105,75,65,0,50,400,1,1,0,0,0,0,2,75,"""Medium Fast""",1000000,175,"""Amorphous""",NULL,20,1347,"""Level 38"""
1349,90,"""Shellder""","""Bivalve Pokemon""",NULL,NULL,NULL,0.3,4.0,"""Water""",NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Skill Link""","""Maximizes the number of times multistrike moves hit.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",30,65,100,45,0,40,280,0,0,1,0,0,0,1,190,"""Slow""",1250000,61,"""Water 3""",NULL,20,NULL,NULL
1350,91,"""Cloyster""","""Bivalve Pokemon""",NULL,NULL,NULL,1.5,132.5,"""Water""",NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Skill Link""","""Maximizes the number of times multistrike moves hit.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",50,95,180,85,0,70,480,0,0,2,0,0,0,2,60,"""Slow""",1250000,184,"""Water 3""",NULL,20,1349,"""Water Stone"""
1351,92,"""Gastly""","""Gas Pokemon""",NULL,NULL,NULL,1.3,0.1,"""Ghost""","""Poison""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",30,35,30,100,0,80,275,0,0,0,1,0,0,1,190,"""Medium Slow""",1059860,62,"""Amorphous""",NULL,20,NULL,NULL
1352,93,"""Haunter""","""Gas Pokemon""",NULL,NULL,NULL,1.6,0.1,"""Ghost""","""Poison""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",45,50,45,115,0,95,350,0,0,0,2,0,0,2,90,"""Medium Slow""",1059860,142,"""Amorphous""",NULL,20,1351,"""Level 25"""
1353,94,"""Gengar""","""Shadow Pokemon""",NULL,NULL,NULL,1.5,40.5,"""Ghost""","""Poison""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",60,65,60,130,0,110,425,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,225,"""Amorphous""",NULL,20,1352,NULL
1354,95,"""Onix""","""Rock Snake Pokemon""",NULL,NULL,NULL,8.8,210.0,"""Rock""","""Ground""","""Rock Head""","""Protects the Pokémon from recoil damage.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",35,45,160,30,0,70,340,0,0,1,0,0,0,1,45,"""Medium Fast""",1000000,77,"""Mineral""",NULL,25,NULL,NULL
1355,96,"""Drowzee""","""Hypnosis Pokemon""",NULL,NULL,NULL,1.0,32.4,"""Psychic""",NULL,"""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""","""Forewarn""","""When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",60,48,45,90,0,42,285,0,0,0,0,1,0,1,190,"""Medium Fast""",1000000,66,"""Human-Like""",NULL,20,NULL,NULL
1356,97,"""Hypno""","""Hypnosis Pokemon""",NULL,NULL,NULL,1.6,75.6,"""Psychic""",NULL,"""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""","""Forewarn""","""When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",85,73,70,115,0,67,410,0,0,0,0,2,0,2,75,"""Medium Fast""",1000000,169,"""Human-Like""",NULL,20,1355,"""Level 26"""
