pokemon_name,pokedex_number,pokemon_id,classification,pokemon_height,pokemon_weight,primary_type,secondary_type,pre_evo_id,evo_details,primary_ability,primary_ability_desc,secondary_ability,secondary_ability_desc,hidden_ability,hidden_ability_desc,health_stat,attack_stat,defense_stat,special_attack_stat,special_defense_stat,speed_stat,base_stat_total
Mega Aerodactyl,142,1382,Fossil Pokémon,2.1,79,Rock,Flying,,,Tough Claws,Powers up moves that make direct contact. ,,,,,80,135,85,70,95,150,615
Mega Steelix,208,1383,Iron Snake Pokémon,10.5,740,Steel,Ground,,,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,,,75,125,230,55,95,30,610
Mega Scizor,212,1384,Pincer Pokémon,2,125,Bug,Steel,,,Technician,Powers up the Pokémon's weaker moves.,,,,,70,150,140,65,100,75,600
Galar Articuno,144,1385,Cruel Pokémon,1.7,50.9,Psychic,Flying,,,Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,,,,,90,85,85,125,100,95,580
Galar Zapdos,145,1386,Strong Legs Pokémon,1.6,58.2,Fighting,Flying,,,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,,,,,90,125,90,85,90,100,580
Galar Moltres,146,1387,Malevolent Pokémon,2,66,Dark,Flying,,,Berserk,Boosts the Pokémon's Sp. Atk stat when it takes a hit that causes its HP to become half or less.,,,,,90,85,90,100,125,90,580
Galar Slowking,199,1388,Royal Pokémon,1.8,79.5,Poison,Psychic,1366,Galarica Wreath,Curious Medicine,"When the Pokémon is brought into battle, any stat alterations of allies are removed.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,95,65,80,110,110,30,490
Galar Corsola,222,1389,Coral Pokémon,0.6,0.5,Ghost,,,,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,Cursed Body,May disable a move used on the Pokémon.,60,55,100,65,100,30,410
Cursola,864,1390,Coral Pokémon,1,0.4,Ghost,,1389,Level 38,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,Perish Body,"When hit by a move that makes direct contact, the Pokémon and the attacker will faint after three turns unless they switch out of battle.",60,95,50,145,130,30,510
Attack Deoxys,386,1391,DNA Pokémon,1.7,60.8,Psychic,,,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,,,50,180,20,180,20,150,600
Defense Deoxys,386,1392,DNA Pokémon,1.7,60.8,Psychic,,,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,,,50,70,160,70,160,90,600
Speed Deoxys,386,1393,DNA Pokémon,1.7,60.8,Psychic,,,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,,,50,95,90,95,90,180,600
Mega Ampharos,181,1394,Light Pokémon,1.4,61.5,Electric,Dragon,,,Mold Breaker,Moves can be used on the target regardless of its Abilities.,,,,,90,95,105,165,110,45,610
Mega Heracross,214,1395,Abundance Pokémon,1.7,62.5,Bug,Fighting,,,Skill Link,Maximizes the number of times multistrike moves hit.,,,,,80,185,115,40,105,75,600
Mega Houndoom,229,1396,Dark Pokémon,1.9,49.5,Dark,Fire,,,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",,,,,75,90,90,140,90,115,600
Mega Tyranitar,248,1397,Armor Bird Pokémon,2.5,255,Rock,Dark,,,Sand Stream,The Pokémon summons a sandstorm when it enters a battle.,,,,,100,164,150,95,120,71,700
Sirfetch'd,865,1398,Wild Duck Pokémon,0.8,117,Fighting,,1369,Land Three Critical Hits In One Battle,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,,,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,62,135,95,68,82,65,507
Mega Latios,381,1399,Eon Pokémon,2.3,70,Dragon,Psychic,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,80,130,100,160,120,110,700
Mega Latias,380,1400,Eon Pokémon,1.8,52,Dragon,Psychic,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,80,100,120,140,150,110,700
Origin Giratina,487,1401,Renegade Pokémon,6.9,650,Ghost,Dragon,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,150,120,100,120,100,90,680
Midnight Lycanroc,745,1402,Wolf Pokémon,1.1,25,Rock,,1270,Level 25 During The Night,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,85,115,75,55,75,82,487
Dusk Lycanroc,745,1403,Wolf Pokémon,0.8,25,Rock,,1270,Level 25 With Own Tempo Between 5-6pm,Tough Claws,Powers up moves that make direct contact. ,,,,,75,117,65,55,65,110,487
Dusk Mane Necrozma,800,1404,Prism Pokémon,3.8,460,Psychic,Steel,,,Prism Armor,Reduces the power of supereffective attacks taken.,,,,,97,157,127,113,109,77,680
Dawn Wings Necrozma,800,1405,Prism Pokémon,4.2,350,Psychic,Ghost,,,Prism Armor,Reduces the power of supereffective attacks taken.,,,,,97,113,109,157,127,77,680
Ultra Necrozma,800,1406,Prism Pokémon,7.5,230,Psychic,Dragon,,,Neuroforce,Powers up moves that are super effective.,,,,,97,167,97,167,97,129,754
Sky Shaymin,492,1407,Gratitude Pokémon,0.4,5.2,Grass,Flying,,,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,,,,,100,103,75,120,75,127,600
Heat Rotom,479,1408,Plasma Pokémon,0.3,0.3,Electric,Fire,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,50,65,107,105,107,86,520
Wash Rotom,479,1409,Plasma Pokémon,0.3,0.3,Electric,Water,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,50,65,107,105,107,86,520
Frost Rotom,479,1410,Plasma Pokémon,0.3,0.3,Electric,Ice,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,50,65,107,105,107,86,520
Fan Rotom,479,1411,Plasma Pokémon,0.3,0.3,Electric,Flying,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,50,65,107,105,107,86,520
Stonjourner,874,1412,Big Rock Pokémon,2.5,520,Rock,,,,Power Spot,Just being next to the Pokémon powers up moves.,,,,,100,125,135,20,20,70,470
Mow Rotom,479,1413,Plasma Pokémon,0.3,0.3,Electric,Grass,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,50,65,107,105,107,86,520
Blue-Striped Basculin,550,1414,Hostile Pokémon,1,18,Water,,,,Rock Head,Protects the Pokémon from recoil damage.,Adaptability,Powers up moves of the same type as the Pokémon.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,70,92,65,80,55,98,460
Therian Tornadus,641,1415,Cyclone Pokémon,1.5,63,Flying,,,,Regenerator,Restores a little HP when withdrawn from battle.,,,,,79,100,80,110,90,121,580
Therian Thundurus,642,1416,Bolt Strike Pokémon,3,61,Electric,Flying,,,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,,,,,79,105,70,145,80,101,580
Therian Landorus,645,1417,Abundance Pokémon,1.3,68,Ground,Flying,,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",,,,,89,145,90,105,80,91,600
Dracozolt,880,1418,Fossil Pokémon,1.8,190,Electric,Dragon,,,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Hustle,"Boosts the Attack stat, but lowers accuracy.",Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,90,100,90,80,70,75,505
Dracovish,882,1419,Fossil Pokémon,2.3,215,Water,Dragon,,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,90,90,100,70,80,75,505
Arctozolt,881,1420,Fossil Pokémon,2.3,150,Electric,Ice,,,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,90,100,90,90,80,55,505
White Kyurem,646,1421,Boundary Pokémon,3.6,325,Dragon,Ice,,,Turboblaze,Moves can be used on the target regardless of its Abilities.,,,,,125,120,90,170,100,95,700
Arctovish,883,1422,Fossil Pokémon,2,175,Water,Ice,,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Ice Body,The Pokémon gradually regains HP in a hailstorm.,Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,90,90,100,80,90,55,505
Black Kyurem,646,1423,Boundary Pokémon,3.3,325,Dragon,Ice,,,Teravolt,Moves can be used on the target regardless of its Abilities.,,,,,125,170,100,120,90,95,700
Duraludon,884,1424,Alloy Pokémon,1.8,40,Steel,Dragon,,,Light Metal,Halves the Pokémon's weight.,Heavy Metal,Doubles the Pokémon's weight.,Stalwart,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,70,95,115,120,50,85,535
Pincurchin,871,1425,Sea Urchin Pokémon,0.3,1,Electric,,,,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",,,Electric Surge,Turns the ground into Electric Terrain when the Pokémon enters a battle.,48,101,95,91,85,15,435
Morpeko,877,1426,Two-Sided Pokémon,0.3,3,Electric,Dark,,,Hunger Switch,"The Pokémon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of each turn.",,,,,58,95,58,70,58,97,436
Ash Greninja,658,1427,Ninja Pokémon,1.5,40,Water,Dark,,,Battle Bond,"Defeating an opposing Pokémon strengthens the Pokémon's bond with its Trainer, and it becomes Ash-Greninja. Water Shuriken gets more powerful.",,,,,72,145,67,153,71,132,640
Mega Sceptile,254,1428,Forest Pokémon,1.9,55.2,Grass,Dragon,,,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",,,,,70,110,75,145,85,145,630
Mega Blaziken,257,1429,Blaze Pokémon,1.9,52,Fire,Fighting,,,Speed Boost,Its Speed stat is boosted every turn.,,,,,80,160,80,130,80,100,630
Mega Swampert,260,1430,Mud Fish Pokémon,1.9,102,Water,Ground,,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,,,100,150,110,95,110,70,635
Mega Rayquaza,384,1431,Sky High Pokémon,10.8,392,Dragon,Flying,,,Delta Stream,The Pokémon changes the weather to eliminate all of the Flying type's weaknesses.,,,,,105,180,100,180,100,115,780
Primal Kyogre,382,1432,Sea Basin Pokémon,9.8,430,Water,,,,Primordial Sea,The Pokémon changes the weather to nullify Fire-type attacks.,,,,,100,150,90,180,160,90,770
Primal Groudon,383,1433,Continent Pokémon,5,999.7,Ground,Fire,,,Desolate Land,The Pokémon changes the weather to nullify Water-type attacks.,,,,,100,180,160,150,90,90,770
Mega Aggron,306,1434,Iron Armor Pokémon,2.2,395,Steel,,,,Filter,Reduces the power of supereffective attacks taken.,,,,,70,140,230,60,80,50,630
Mega Gardevoir,282,1435,Embrace Pokémon,1.6,48.4,Psychic,Fairy,,,Pixilate,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.,,,,,68,85,65,165,135,100,618
Mega Gallade,475,1436,Blade Pokémon,1.6,56.4,Psychic,Fighting,,,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",,,,,68,165,95,65,115,110,618
Mega Manectric,310,1437,Discharge Pokémon,1.8,44,Electric,,,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",,,,,70,75,80,135,80,135,575
Mega Garchomp,445,1438,Mach Pokémon,1.9,95,Dragon,Ground,,,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,,,108,170,115,120,95,92,700
Grookey,810,1439,Chimp Pokémon,0.3,5,Grass,,,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,50,65,50,40,40,65,310
Thwackey,811,1440,Beat Pokémon,0.7,14,Grass,,1439,Level 16,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,70,85,70,55,60,80,420
Rillaboom,812,1441,Drummer Pokémon,2.1,90,Grass,,1440,Level 35,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,100,125,90,60,70,85,530
Scorbunny,813,1442,Rabbit Pokémon,0.3,4.5,Fire,,,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Libero,Changes the Pokémon's type to the type of the move it's about to use.,50,71,40,40,40,69,310
Raboot,814,1443,Rabbit Pokémon,0.6,9,Fire,,1442,Level 16,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Libero,Changes the Pokémon's type to the type of the move it's about to use.,65,86,50,55,60,94,410
Cinderace,815,1444,Striker Pokémon,1.4,33,Fire,,1443,Level 35,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Libero,Changes the Pokémon's type to the type of the move it's about to use.,80,116,75,65,75,119,530
Sobble,816,1445,Water Lizard Pokémon,0.3,4,Water,,,,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Sniper,Powers up moves if they become critical hits when attacking.,50,40,40,70,40,70,310
Drizzile,817,1446,Water Lizard Pokémon,0.7,11.5,Water,,1445,Level 16,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Sniper,Powers up moves if they become critical hits when attacking.,65,60,55,95,55,90,420
Inteleon,818,1447,Secret Agent Pokémon,1.9,45.2,Water,,1446,Level 35,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Sniper,Powers up moves if they become critical hits when attacking.,70,85,65,125,65,120,530
Zacian,888,1448,Warrior Pokémon,2.8,110,Fairy,,,,Intrepid Sword,Boosts the Pokémon's Attack stat when the Pokémon enters a battle.,,,,,92,130,115,80,115,138,670
Crowned Zacian,888,1449,Warrior Pokémon,2.8,355,Fairy,Steel,,,Intrepid Sword,Boosts the Pokémon's Attack stat when the Pokémon enters a battle.,,,,,92,170,115,80,115,148,720
Zamazenta,889,1450,Warrior Pokémon,2.9,210,Fighting,,,,Dauntless Shield,Boosts the Pokémon's Defense stat when the Pokémon enters a battle.,,,,,92,130,115,80,115,138,670
Crowned Zamazenta,889,1451,Warrior Pokémon,2.9,785,Fighting,Steel,,,Dauntless Shield,Boosts the Pokémon's Defense stat when the Pokémon enters a battle.,,,,,92,130,145,80,145,128,720
Eternatus,890,1452,Gigantic Pokémon,20,950,Poison,Dragon,,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,,,140,85,95,145,95,130,690
Eternamax Eternatus,890,1461,Gigantic Pokémon,100,0,Poison,Dragon,,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,,,255,115,250,125,250,130,1125
Skwovet,819,1462,Cheeky Pokémon,0.3,2.5,Normal,,,,Cheek Pouch,Restores HP as well when the Pokémon eats a Berry.,,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",70,55,55,35,35,25,275
Greedent,820,1463,Greedy Pokémon,0.6,6,Normal,,1462,Level 24,Cheek Pouch,Restores HP as well when the Pokémon eats a Berry.,,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",120,95,95,55,75,20,460
Galar Yamask,562,1464,Spirit Pokémon,0.5,1.5,Ground,Ghost,,,Wandering Spirit,The Pokémon exchanges Abilities with a Pokémon that hits it with a move that makes direct contact.,,,,,38,55,85,30,65,30,303
Runerigus,867,1465,Grudge Pokémon,1.6,66.6,Ground,Ghost,1464,Take 49+ Damage and Travel Under Stone Bridge in Dusty Bowl in Galar,Wandering Spirit,The Pokémon exchanges Abilities with a Pokémon that hits it with a move that makes direct contact.,,,,,58,95,145,50,105,30,483
Galar Zigzagoon,263,1466,Tiny Raccoon Pokémon,0.4,17.5,Dark,Normal,,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,38,30,41,30,41,60,240
Galar Linoone,264,1467,Rushing Pokémon,0.5,32.5,Dark,Normal,1466,Level 20,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,78,70,61,50,61,100,420
Obstagoon,862,1468,Blocking Pokémon,1.6,46,Dark,Normal,1467,Level 35 At Night,Reckless,Powers up moves that have recoil damage.,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,93,90,101,60,81,95,520
Rookidee,821,1469,Tiny Bird Pokémon,0.2,1.8,Flying,,,,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Big Pecks,Protects the Pokémon from Defense-lowering effects.,38,47,35,33,35,57,245
Corvisquire,822,1470,Raven Pokémon,0.8,16,Flying,,1469,Level 18,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Big Pecks,Protects the Pokémon from Defense-lowering effects.,68,67,55,43,55,77,365
Corviknight,823,1471,Raven Pokémon,2.2,75,Flying,Steel,1470,Level 38,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Mirror Armor,Bounces back only the stat-lowering effects that the Pokémon receives.,98,87,105,53,85,67,495
Dreepy,885,1472,Lingering Pokémon,0.5,2,Dragon,Ghost,,,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Cursed Body,May disable a move used on the Pokémon.,28,60,30,40,30,82,270
Drakloak,886,1473,Caretaker Pokémon,1.4,11,Dragon,Ghost,1472,Level 50,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Cursed Body,May disable a move used on the Pokémon.,68,80,50,60,50,102,410
Dragapult,887,1474,Stealth Pokémon,3,50,Dragon,Ghost,1473,Level 60,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Cursed Body,May disable a move used on the Pokémon.,88,120,75,100,75,142,600
Cufant,878,1475,Copperderm Pokémon,1.2,100,Steel,,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,,,Heavy Metal,Doubles the Pokémon's weight.,72,80,49,40,49,40,330
Copperajah,879,1476,Copperderm Pokémon,3,650,Steel,,1475,Level 34,Sheer Force,Removes additional effects to increase the power of moves when attacking.,,,Heavy Metal,Doubles the Pokémon's weight.,122,130,69,80,69,30,500
Indeedee,876,1477,Emotion Pokémon,0.9,28,Psychic,Normal,,,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Psychic Surge,Turns the ground into Psychic Terrain when the Pokémon enters a battle.,60,65,55,105,95,95,475
Female Indeedee,876,1478,Emotion Pokémon,0.9,28,Psychic,Normal,,,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Psychic Surge,Turns the ground into Psychic Terrain when the Pokémon enters a battle.,70,55,65,95,105,85,475
Eiscue,875,1479,Penguin Pokémon,1.4,89,Ice,,,,Ice Face,"The Pokémon's ice head can take a physical attack as a substitute, but the attack also changes the Pokémon's appearance. The ice will be restored when it hails.",,,,,75,80,110,65,90,50,470
Noice Eiscue,875,1480,Penguin Pokémon,1.4,89,Ice,,,,Ice Face,"The Pokémon's ice head can take a physical attack as a substitute, but the attack also changes the Pokémon's appearance. The ice will be restored when it hails.",,,,,75,80,70,65,50,130,470
Snom,872,1481,Worm Pokémon,0.3,3.8,Ice,Bug,,,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,,,Ice Scales,"The Pokémon is protected by ice scales, which halve the damage taken from special moves.",30,25,35,45,30,20,185
Frosmoth,873,1482,Frost Moth Pokémon,1.3,42,Ice,Bug,1481,During The Night,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,,,Ice Scales,"The Pokémon is protected by ice scales, which halve the damage taken from special moves.",70,65,60,125,90,65,475
Milcery,868,1483,Cream Pokémon,0.2,0.3,Fairy,,,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,45,40,40,50,61,34,270
Alcremie,869,1484,Cream Pokémon,0.3,0.5,Fairy,,1483,Spin Trainer While Holding Sweet,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,65,60,75,110,121,64,495
Blipbug,824,1485,Larva Pokémon,0.4,8,Bug,,,,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Telepathy,Anticipates an ally's attack and dodges it.,25,20,20,25,45,45,180
Dottler,825,1486,Radome Pokémon,0.4,19.5,Bug,Psychic,1485,Level 10,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Telepathy,Anticipates an ally's attack and dodges it.,50,35,80,50,90,30,335
Orbeetle,826,1487,Seven Spot Pokémon,0.4,40.8,Bug,Psychic,1486,Level 30,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Telepathy,Anticipates an ally's attack and dodges it.,60,45,110,80,120,90,505
Nickit,827,1488,Fox Pokémon,0.6,8.9,Dark,,,,Run Away,Enables a sure getaway from wild Pokémon.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,40,28,28,47,52,50,245
Thievul,828,1489,Fox Pokémon,1.2,19.9,Dark,,1488,Level 18,Run Away,Enables a sure getaway from wild Pokémon.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,70,58,58,87,92,90,455
Gossifleur,829,1490,Flowering Pokémon,0.4,2.2,Grass,,,,Cotton Down,"When the Pokémon is hit by an attack, it scatters cotton fluff around and lowers the Speed stat of all Pokémon except itself.",Regenerator,Restores a little HP when withdrawn from battle.,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",40,40,60,40,60,10,250
Eldegoss,830,1491,Cotton Bloom Pokémon,0.5,2.5,Grass,,1490,Level 20,Cotton Down,"When the Pokémon is hit by an attack, it scatters cotton fluff around and lowers the Speed stat of all Pokémon except itself.",Regenerator,Restores a little HP when withdrawn from battle.,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",60,50,90,80,120,60,460
Wooloo,831,1492,Sheep Pokémon,0.6,6,Normal,,,,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",Run Away,Enables a sure getaway from wild Pokémon.,Bulletproof,Protects the Pokémon from some ball and bomb moves.,42,40,55,40,45,48,270
Dubwool,832,1493,Sheep Pokémon,1.3,43,Normal,,1492,Level 24,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,Bulletproof,Protects the Pokémon from some ball and bomb moves.,72,80,100,60,90,88,490
Chewtle,833,1494,Snapping Pokémon,0.3,8.5,Water,,,,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50,64,50,38,38,44,284
Drednaw,834,1495,Bite Pokémon,1,115.5,Water,Rock,1494,Level 22,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,90,115,90,48,68,74,485
Yamper,835,1496,Puppy Pokémon,0.3,13.5,Electric,,,,Ball Fetch,"If the Pokémon is not holding an item, it will fetch the Poke Ball from the first failed throw of the battle.",,,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",59,45,50,40,50,26,270
Boltund,836,1497,Dog Pokémon,1,34,Electric,,1496,Level 25,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,,,Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,69,90,60,90,60,121,490
Rolycolt,837,1498,Coal Pokémon,0.3,12,Rock,,,,Steam Engine,Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.,Heatproof,The heatproof body of the Pokémon halves the damage from Fire-type moves that hit it.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,30,40,50,40,50,30,240
Carkol,838,1499,Coal Pokémon,1.1,78,Rock,Fire,1498,Level 18,Steam Engine,Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.,Flame Body,Contact with the Pokémon may burn the attacker.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,80,60,90,60,70,50,410
Coalossal,839,1500,Coal Pokémon,2.8,310.5,Rock,Fire,1499,Level 34,Steam Engine,Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.,Flame Body,Contact with the Pokémon may burn the attacker.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,110,80,120,80,90,30,510
Applin,840,1501,Apple Core Pokémon,0.2,0.5,Grass,Dragon,,,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Bulletproof,Protects the Pokémon from some ball and bomb moves.,40,40,80,40,40,20,260
Flapple,841,1502,Apple Wing Pokémon,0.3,1,Grass,Dragon,1501,Tart Apple,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Hustle,"Boosts the Attack stat, but lowers accuracy.",70,110,80,95,60,70,485
Appletun,842,1503,Apple Nectar Pokémon,0.4,13,Grass,Dragon,1501,Sweet Apple,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",110,85,80,100,80,30,485
Silicobra,843,1504,Sand Snake Pokémon,2.2,7.6,Ground,,,,Sand Spit,The Pokémon creates a sandstorm when it's hit by an attack.,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,52,57,75,35,50,46,315
